4,3,6,29,17,4,300,300,1
4,3,5,27,17,4,300,300,2
4,3,5,23,16,4,300,300,2
4,3,4,24,18,4,300,300,2
5,3,4,22,19,5,300,300,2
5,3,4,22,19,5,300,300,2
5,3,4,23,20,5,300,300,2
5,3,4,24,20,5,300,300,2
6,4,0,18,14,6,300,300,2
6,4,5,23,20,6,300,300,2
6,4,5,23,20,6,300,300,2
6,5,5,24,20,6,300,300,2
6,5,4,23,20,6,300,300,2
6,5,4,23,21,6,300,300,2
0,0,0,0,0,0,300,300,2
6,5,4,20,20,6,300,300,2
6,5,5,19,20,6,300,300,2
6,5,6,21,22,6,300,300,2
6,5,6,22,22,6,300,300,2
6,5,5,21,23,6,300,300,2
6,5,4,21,23,6,300,300,2
6,4,4,22,23,6,300,300,2
6,3,4,22,23,6,300,300,2
6,3,4,22,24,6,300,300,2
